ROWID,State,City,Year,Population,ViolentCrime,MurderAndNonEgligentManslaughter,ForcibleRape,Robbery,AggravatedAssault,PropertyCrime,Burglary,LarcenyTheft,MotorVehicleTheft,Arson,Year_id,City_id,State_id
116159,Arkansas,Dumas,2007,4725,25,0,3,11,11,147,38,100,9,1,2,303,3
116160,Arkansas,Earle,2007,2835,2,0,0,1,1,132,78,54,0,1,2,304,3
116161,Arkansas,El Dorado,2007,20200,207,3,1,46,157,1276,504,711,61,10,2,305,3
116162,Arkansas,Elkins,2007,2463,3,0,0,0,3,13,1,11,1,0,2,306,3
116163,Arkansas,England,2007,3049,15,0,2,3,10,152,43,100,9,2,2,307,3
116164,Arkansas,Etowah,2007,344,1,0,0,0,1,6,1,5,0,0,2,308,3
116165,Arkansas,Eureka Springs,2007,2369,7,0,1,1,5,127,24,99,4,0,2,309,3
116166,Arkansas,Fairfield Bay,2007,2527,1,0,1,0,0,40,6,34,0,0,2,310,3
116167,Arkansas,Farmington,2007,4801,6,0,1,0,5,74,17,53,4,1,2,311,3
116168,Arkansas,Fayetteville,2007,70334,362,3,42,55,262,3236,656,2435,145,10,2,312,3
116169,Arkansas,Flippin,2007,1407,2,0,1,1,0,61,20,41,0,0,2,313,3
116170,Arkansas,Fordyce,2007,4282,21,3,1,3,14,160,63,85,12,1,2,314,3
116171,Arkansas,Forrest City,2007,13699,104,2,6,37,59,1205,206,959,40,6,2,315,3
116172,Arkansas,Fort Smith,2007,83860,787,5,78,143,561,5474,1041,4110,323,24,2,316,3
116173,Arkansas,Gassville,2007,2083,3,0,0,0,3,35,6,29,0,0,2,317,3
116174,Arkansas,Gentry,2007,2688,9,0,2,0,7,19,6,13,0,0,2,318,3
116175,Arkansas,Glenwood,2007,2030,3,0,0,0,3,49,31,18,0,0,2,319,3
116176,Arkansas,Gould,2007,1171,0,0,0,0,0,0,0,0,0,0,2,320,3
116177,Arkansas,Gravette,2007,2465,1,0,0,0,1,39,13,25,1,0,2,321,3
116178,Arkansas,Greenbrier,2007,3855,1,0,0,0,1,13,6,7,0,0,2,322,3
116179,Arkansas,Green Forest,2007,2876,16,0,2,0,14,52,12,37,3,0,2,323,3
116180,Arkansas,Greenland,2007,1195,8,0,0,0,8,36,13,17,6,0,2,324,3
116181,Arkansas,Greenwood,2007,8404,15,0,4,0,11,130,35,94,1,1,2,325,3
116182,Arkansas,Gurdon,2007,2231,15,0,0,0,15,93,32,59,2,2,2,326,3
116183,Arkansas,Hamburg,2007,2770,15,0,4,0,11,58,22,36,0,0,2,327,3
116184,Arkansas,Hampton,2007,1493,5,0,1,0,4,38,15,23,0,0,2,328,3
116185,Arkansas,Hardy,2007,819,0,0,0,0,0,5,3,2,0,0,2,329,3
116186,Arkansas,Harrisburg,2007,2142,6,0,2,1,3,132,52,74,6,1,2,330,3
116187,Arkansas,Harrison,2007,13097,70,0,12,1,57,638,234,373,31,7,2,331,3
116188,Arkansas,Hazen,2007,1502,11,0,1,5,5,40,16,22,2,0,2,332,3
116189,Arkansas,Heber Springs,2007,7156,18,0,2,0,16,327,111,213,3,1,2,333,3
116190,Arkansas,Helena-West Helena,2007,12800,214,3,12,23,176,1008,490,466,52,10,2,334,3
116191,Arkansas,Highland,2007,1089,0,0,0,0,0,22,11,11,0,0,2,335,3
116192,Arkansas,Hope,2007,10467,96,1,10,15,70,672,171,474,27,7,2,336,3
116193,Arkansas,Horseshoe Bend,2007,2282,3,0,2,0,1,27,8,18,1,0,2,337,3
116194,Arkansas,Hot Springs,2007,38828,442,7,10,116,309,3951,848,2894,209,3,2,338,3
116195,Arkansas,Hoxie,2007,2635,0,0,0,0,0,20,8,11,1,0,2,339,3
116196,Arkansas,Jacksonville,2007,30565,287,5,25,57,200,1615,360,1146,109,10,2,340,3
116197,Arkansas,Jonesboro,2007,61199,333,5,30,92,206,3526,1419,1993,114,12,2,341,3
116198,Arkansas,Judsonia,2007,2145,3,0,1,0,2,22,5,15,2,0,2,342,3
116199,Arkansas,Kensett,2007,1717,8,0,2,2,4,46,23,20,3,0,2,343,3
116200,Arkansas,Lake City,2007,2022,1,0,0,1,0,14,3,10,1,0,2,344,3
116201,Arkansas,Lakeview,2007,832,1,0,0,0,1,12,5,7,0,0,2,345,3
116202,Arkansas,Lake Village,2007,2552,55,0,5,2,48,57,21,34,2,1,2,346,3
116203,Arkansas,Leachville,2007,1813,10,0,1,1,8,32,11,21,0,0,2,347,3
116204,Arkansas,Lepanto,2007,2041,4,0,0,0,4,72,32,39,1,0,2,348,3
116205,Arkansas,Lincoln,2007,1988,2,0,0,0,2,23,8,14,1,0,2,349,3
116206,Arkansas,Little Flock,2007,3179,0,0,0,0,0,18,9,8,1,0,2,350,3
116207,Arkansas,Little Rock,2007,184594,2987,51,123,1022,1791,16112,3932,10915,1265,93,2,351,3
116208,Arkansas,Lonoke,2007,4651,18,0,3,5,10,233,87,142,4,1,2,352,3
116209,Arkansas,Lowell,2007,7314,12,0,2,0,10,134,62,67,5,0,2,353,3
116210,Arkansas,Magnolia,2007,10250,71,0,6,20,45,440,265,149,26,2,2,354,3
116211,Arkansas,Marianna,2007,4624,18,0,0,5,13,219,87,132,0,12,2,355,3
116212,Arkansas,Marion,2007,10331,59,0,1,18,40,390,132,240,18,0,2,163,3
116213,Arkansas,Marked Tree,2007,2666,1,0,0,1,0,67,12,54,1,1,2,356,3
116214,Arkansas,Marmaduke,2007,1173,6,0,0,1,5,57,14,41,2,0,2,357,3
116215,Arkansas,Marvell,2007,1194,3,0,0,1,2,36,12,23,1,0,2,358,3
116216,Arkansas,Maumelle,2007,15613,9,1,1,1,6,346,180,150,16,1,2,359,3
116217,Arkansas,McCrory,2007,1616,2,0,0,1,1,11,1,10,0,0,2,360,3
116218,Arkansas,McGehee,2007,4105,8,0,0,2,6,138,48,88,2,10,2,361,3
116219,Arkansas,McRae,2007,695,4,0,0,1,3,53,17,36,0,0,2,362,3
116220,Arkansas,Mena,2007,5632,7,0,0,0,7,117,21,95,1,0,2,363,3
116221,Arkansas,Mineral Springs,2007,1298,4,0,0,0,4,18,9,9,0,0,2,364,3
116222,Arkansas,Monticello,2007,9122,69,0,7,9,53,423,126,267,30,0,2,365,3
116223,Arkansas,Morrilton,2007,6558,32,0,5,2,25,502,101,373,28,2,2,366,3
116224,Arkansas,Mountain Home,2007,12383,10,0,1,3,6,533,34,490,9,0,2,367,3
116225,Arkansas,Mountain View,2007,3079,4,0,0,2,2,79,14,61,4,0,2,368,3
116226,Arkansas,Mulberry,2007,1730,3,0,0,0,3,39,16,23,0,0,2,369,3
116227,Arkansas,Murfreesboro,2007,1666,1,0,0,0,1,37,17,19,1,0,2,370,3
116228,Arkansas,Nashville,2007,4862,18,0,6,1,11,256,131,123,2,2,2,371,3
116229,Arkansas,Newport,2007,7129,46,0,5,4,37,504,90,394,20,1,2,372,3
116230,Arkansas,North Little Rock,2007,58680,808,18,39,232,519,5845,1537,3799,509,32,2,373,3
116231,Arkansas,Ola,2007,1232,3,0,0,0,3,11,10,1,0,2,2,374,3
116232,Arkansas,Osceola,2007,7920,155,0,7,10,138,425,127,272,26,5,2,375,3
116233,Arkansas,Ozark,2007,3587,11,0,2,0,9,48,27,20,1,1,2,191,3
116234,Arkansas,Pangburn,2007,671,2,0,0,0,2,14,5,9,0,0,2,376,3
116235,Arkansas,Paragould,2007,24562,113,0,18,9,86,1826,540,1185,101,7,2,377,3
116236,Arkansas,Paris,2007,3674,12,0,0,1,11,146,43,99,4,0,2,378,3
116237,Arkansas,Pea Ridge,2007,4269,4,0,1,0,3,105,50,51,4,1,2,379,3
116238,Arkansas,Piggott,2007,3603,6,0,0,1,5,55,24,31,0,1,2,380,3
116239,Arkansas,Pine Bluff,2007,51304,889,15,42,265,567,4422,1598,2389,435,80,2,381,3
116240,Arkansas,Plummerville,2007,870,4,0,1,0,3,13,4,9,0,0,2,382,3
116241,Arkansas,Pocahontas,2007,6893,3,0,0,1,2,100,18,82,0,1,2,383,3
116242,Arkansas,Pottsville,2007,2528,17,1,2,3,11,45,25,15,5,1,2,384,3
116243,Arkansas,Prairie Grove,2007,3415,12,0,2,1,9,98,32,65,1,0,2,385,3
116244,Arkansas,Prescott,2007,4653,53,1,0,2,50,81,21,59,1,0,2,386,3
116245,Arkansas,Quitman,2007,741,0,0,0,0,0,10,0,7,3,0,2,387,3
116246,Arkansas,Redfield,2007,1171,2,0,1,0,1,16,5,9,2,1,2,388,3
116247,Arkansas,Rison,2007,1324,2,0,0,0,2,12,7,5,0,0,2,389,3
116248,Arkansas,Rockport,2007,812,2,0,0,1,1,14,2,10,2,0,2,390,3
116249,Arkansas,Rogers,2007,54223,93,0,44,14,35,2340,265,2008,67,1,2,391,3
116250,Arkansas,Rose Bud,2007,453,3,0,1,1,1,4,1,2,1,0,2,392,3
116251,Arkansas,Russellville,2007,26319,97,1,14,7,75,1287,317,895,75,2,2,216,3
116252,Arkansas,Salem,2007,1558,0,0,0,0,0,17,11,5,1,0,2,393,3
116253,Arkansas,Searcy,2007,21304,58,2,7,7,42,1110,102,983,25,0,2,394,3
116254,Arkansas,Sheridan,2007,4495,4,0,1,0,3,119,46,71,2,0,2,395,3
116255,Arkansas,Sherwood,2007,23703,117,0,5,21,91,857,151,633,73,2,2,396,3
116256,Arkansas,Siloam Springs,2007,14659,27,0,11,0,16,556,76,431,49,4,2,397,3
116257,Arkansas,Springdale,2007,65695,322,2,65,33,222,2825,621,1996,208,21,2,398,3
116258,Arkansas,Star City,2007,2253,4,0,1,1,2,58,17,41,0,0,2,399,3
116259,Arkansas,Stuttgart,2007,9197,53,1,4,9,39,543,196,331,16,2,2,400,3
116260,Arkansas,Sulphur Springs,2007,676,7,0,0,0,7,13,8,5,0,0,2,401,3
116261,Arkansas,Swifton,2007,797,0,0,0,0,0,5,1,2,2,0,2,402,3
116262,Arkansas,Texarkana,2007,30156,447,3,20,64,360,1548,387,1043,118,4,2,403,3
116263,Arkansas,Trumann,2007,6821,35,0,5,4,26,493,157,331,5,1,2,404,3
116264,Arkansas,Tuckerman,2007,1673,2,0,0,0,2,10,6,4,0,0,2,405,3
116265,Arkansas,Van Buren,2007,22238,63,0,7,9,47,831,202,600,29,2,2,406,3
116266,Arkansas,Vilonia,2007,3085,5,0,0,0,5,76,22,53,1,0,2,407,3
116267,Arkansas,Waldron,2007,3636,50,0,2,2,46,149,106,38,5,3,2,408,3
116268,Arkansas,Walnut Ridge,2007,4631,11,0,0,0,11,80,23,52,5,1,2,409,3
116269,Arkansas,Ward,2007,3659,17,0,3,1,13,104,25,73,6,0,2,410,3
116270,Arkansas,Warren,2007,6182,44,1,6,5,32,135,90,38,7,0,2,411,3
116271,Arkansas,Weiner,2007,741,2,0,1,0,1,21,6,15,0,0,2,412,3
116272,Arkansas,West Fork,2007,2259,1,0,1,0,0,39,18,19,2,0,2,413,3
116273,Arkansas,West Memphis,2007,28137,590,3,41,187,359,2191,882,1193,116,25,2,414,3
116274,Arkansas,White Hall,2007,5196,5,0,0,3,2,140,19,106,15,0,2,415,3
116275,Arkansas,Wynne,2007,8481,42,0,3,8,31,377,140,232,5,1,2,416,3
116276,Arizona,Apache Junction,2007,30925,140,4,18,26,92,1677,316,1127,234,5,2,417,4
116277,Arizona,Benson,2007,4913,10,0,1,4,5,240,50,157,33,1,2,418,4
116278,Arizona,Bisbee,2007,6077,41,0,1,2,38,307,44,255,8,0,2,419,4
116279,Arizona,Buckeye,2007,34618,51,1,6,9,35,1582,560,858,164,6,2,420,4
116280,Arizona,Bullhead City,2007,41209,114,4,2,33,75,1999,491,1367,141,10,2,421,4
116281,Arizona,Camp Verde,2007,10780,32,1,1,1,29,327,59,242,26,3,2,422,4
116282,Arizona,Casa Grande,2007,35951,307,2,5,79,221,3024,968,1710,346,17,2,423,4
116283,Arizona,Chandler,2007,250868,823,9,51,246,517,7934,1231,5871,832,68,2,424,4
116284,Arizona,Chino Valley,2007,10886,0,0,2,0,0,228,42,172,14,0,2,425,4
116285,Arizona,Clarkdale,2007,3904,6,0,1,0,5,65,32,28,5,0,2,426,4
116286,Arizona,Clifton,2007,2285,10,0,0,0,10,75,21,44,10,5,2,427,4
116287,Arizona,Colorado City,2007,4816,1,0,0,0,1,5,2,3,0,0,2,428,4
116288,Arizona,Coolidge,2007,7875,92,1,6,13,72,770,237,457,76,13,2,429,4
116289,Arizona,Cottonwood,2007,11455,52,1,0,8,43,531,72,421,38,3,2,77,4
116290,Arizona,Douglas,2007,17077,30,0,4,7,19,619,94,461,64,3,2,91,4
116291,Arizona,Eagar,2007,4324,12,0,0,0,12,90,23,59,8,0,2,430,4
116292,Arizona,Eloy,2007,10795,90,0,17,17,56,654,168,424,62,15,2,431,4
116293,Arizona,Flagstaff,2007,58978,316,3,51,63,199,3678,471,3087,120,70,2,432,4
116294,Arizona,Florence,2007,16964,49,0,0,2,47,173,25,133,15,0,2,107,4
116295,Arizona,Fredonia,2007,1066,1,0,1,0,0,17,2,14,1,0,2,433,4
116296,Arizona,Gilbert,2007,206681,236,1,23,56,156,4951,996,3530,425,19,2,434,4
116297,Arizona,Glendale,2007,250444,1508,15,58,542,893,12452,2766,6719,2967,67,2,435,4
116298,Arizona,Globe,2007,7097,72,0,5,6,61,414,124,275,15,7,2,436,4
116299,Arizona,Goodyear,2007,53834,143,1,31,27,84,2497,1179,996,322,0,2,437,4
116300,Arizona,Hayden,2007,1267,18,0,1,1,16,62,28,32,2,6,2,438,4
116301,Arizona,Holbrook,2007,5186,96,0,7,5,84,442,161,259,22,2,2,439,4
116302,Arizona,Huachuca City,2007,1886,3,0,1,0,2,34,10,20,4,0,2,440,4
116303,Arizona,Kearny,2007,3000,15,0,0,0,15,71,34,37,0,1,2,441,4
116304,Arizona,Kingman,2007,28306,89,1,8,16,64,2070,415,1485,170,5,2,442,4
116305,Arizona,Lake Havasu City,2007,58699,134,5,20,8,101,1813,307,1388,118,10,2,443,4
116306,Arizona,Mammoth,2007,2347,4,0,0,0,4,20,7,8,5,0,2,444,4
116307,Arizona,Marana,2007,33374,65,0,10,16,39,1149,180,841,128,10,2,445,4
116308,Arizona,Mesa,2007,454576,2224,22,175,620,1407,19945,2922,14063,2960,54,2,446,4
116309,Arizona,Miami,2007,1809,23,0,0,1,22,95,32,57,6,14,2,447,4
116310,Arizona,Oro Valley,2007,40364,24,0,6,5,13,759,134,580,45,11,2,448,4
116311,Arizona,Paradise Valley,2007,14594,7,0,0,1,6,352,204,124,24,1,2,449,4
116312,Arizona,Parker,2007,3211,25,0,0,2,23,237,58,160,19,2,2,450,4
116313,Arizona,Peoria,2007,147223,355,6,41,102,206,5802,1329,3697,776,17,2,451,4
116314,Arizona,Phoenix,2007,1541698,11159,213,509,4942,5495,89825,19212,49754,20859,487,2,452,4
116315,Arizona,Pima,2007,1967,2,0,0,0,2,50,17,30,3,0,2,453,4
116316,Arizona,Prescott,2007,42674,130,1,7,19,103,1387,279,1059,49,2,2,386,4
116317,Arizona,Prescott Valley,2007,38204,194,0,14,10,170,851,168,635,48,6,2,454,4
116318,Arizona,Quartzsite,2007,3473,7,0,0,0,7,54,9,44,1,0,2,455,4
116319,Arizona,Sahuarita,2007,16011,29,0,4,4,21,0,0,325,42,2,2,456,4
116320,Arizona,Scottsdale,2007,235243,438,5,41,143,249,8138,1523,5863,752,31,2,457,4
116321,Arizona,Sedona,2007,11484,9,0,3,1,5,275,84,180,11,3,2,458,4
116322,Arizona,Show Low,2007,11588,108,0,2,5,101,493,155,299,39,1,2,459,4
116323,Arizona,Sierra Vista,2007,43441,134,4,20,19,91,1644,283,1230,131,26,2,460,4
116324,Arizona,Snowflake-Taylor,2007,9448,64,0,0,0,64,250,90,139,21,3,2,461,4
116325,Arizona,Somerton,2007,11370,22,0,0,2,20,220,49,132,39,1,2,462,4
116326,Arizona,South Tucson,2007,5579,186,0,3,88,95,939,145,705,89,1,2,463,4
116327,Arizona,Springerville,2007,2002,5,0,1,0,4,73,21,46,6,0,2,464,4
116328,Arizona,Surprise,2007,98965,154,6,15,34,99,2493,534,1719,240,20,2,465,4
116329,Arizona,Tempe,2007,171320,916,10,63,330,513,11424,1866,7959,1599,69,2,466,4
116330,Arizona,Thatcher,2007,4285,3,0,0,0,3,104,19,83,2,1,2,467,4
116331,Arizona,Tolleson,2007,7121,72,1,2,12,57,911,232,567,112,2,2,468,4
116332,Arizona,Tucson,2007,523299,4103,49,277,1432,2345,0,4787,0,6767,280,2,469,4
116333,Arizona,Wellton,2007,1898,2,0,0,0,2,36,18,16,2,0,2,470,4
116334,Arizona,Wickenburg,2007,6507,21,0,3,2,16,264,85,134,45,0,2,471,4
116335,Arizona,Willcox,2007,3842,6,0,0,1,5,345,85,213,47,2,2,472,4
116336,Arizona,Winslow,2007,10018,56,3,0,5,48,476,76,378,22,2,2,473,4
116337,Arizona,Youngtown,2007,5062,21,0,0,0,21,118,36,57,25,1,2,474,4
116338,Arizona,Yuma,2007,88874,601,6,32,75,488,3913,888,2393,632,30,2,475,4
116339,California,Adelanto,2007,28719,153,5,7,33,108,758,354,308,96,11,2,476,5
116340,California,Agoura Hills,2007,22966,49,0,3,9,37,348,76,254,18,6,2,477,5
116341,California,Alameda,2007,70445,205,2,9,106,88,1976,304,1427,245,17,2,478,5
116342,California,Albany,2007,15889,45,0,3,33,9,776,173,474,129,3,2,479,5
116343,California,Alhambra,2007,87729,285,1,8,192,84,2120,426,1301,393,16,2,480,5
116344,California,Aliso Viejo,2007,41691,31,1,5,8,17,526,88,405,33,2,2,481,5
116345,California,Alturas,2007,2924,5,1,0,0,4,90,28,58,4,2,2,482,5
116346,California,American Canyon,2007,17053,51,3,1,14,33,433,100,283,50,2,2,483,5
116347,California,Anaheim,2007,335133,1423,17,96,581,729,8798,1827,5695,1276,41,2,484,5
116348,California,Anderson,2007,10629,45,1,4,3,37,438,107,310,21,3,2,485,5
116349,California,Antioch,2007,101973,860,10,27,411,412,3122,1027,1146,949,50,2,486,5
116350,California,Apple Valley,2007,71211,269,2,22,78,167,1902,535,1117,250,16,2,487,5
116351,California,Arcadia,2007,56967,156,2,9,71,74,1704,375,1183,146,1,2,488,5
116352,California,Arcata,2007,16929,51,0,4,10,37,524,146,353,25,0,2,489,5
116353,California,Arroyo Grande,2007,16485,26,0,8,3,15,366,46,300,20,1,2,490,5
116354,California,Artesia,2007,16607,86,1,4,43,38,345,98,183,64,5,2,491,5
116355,California,Arvin,2007,15228,105,0,2,25,78,643,146,397,100,30,2,492,5
116356,California,Atascadero,2007,27465,106,1,11,8,86,565,140,400,25,18,2,493,5
116357,California,Atherton,2007,7307,12,0,0,2,10,205,34,167,4,2,2,494,5
116358,California,Atwater,2007,27762,103,1,8,22,72,1021,260,681,80,8,2,495,5
116359,California,Auburn,2007,13072,49,0,2,5,42,373,72,260,41,2,2,42,5
116360,California,Avalon,2007,3325,39,0,2,5,32,162,41,82,39,1,2,496,5
116361,California,Avenal,2007,17175,44,0,2,8,34,133,44,76,13,0,2,497,5
116362,California,Azusa,2007,47403,206,1,11,56,138,1273,207,818,248,8,2,498,5
116363,California,Bakersfield,2007,318743,1961,15,41,629,1276,16058,3537,9853,2668,91,2,499,5
116364,California,Baldwin Park,2007,78943,281,8,15,105,153,1914,392,814,708,16,2,500,5
116365,California,Banning,2007,30163,209,1,11,50,147,769,295,367,107,0,2,501,5
116366,California,Barstow,2007,23957,337,3,21,72,241,1209,402,621,186,15,2,502,5
116367,California,Bear Valley,2007,4567,1,0,0,0,1,28,13,14,1,0,2,503,5
116368,California,Beaumont,2007,30093,46,0,0,20,26,660,125,415,120,0,2,504,5
116369,California,Bell,2007,37420,175,3,14,82,76,581,171,231,179,0,2,505,5
116370,California,Bellflower,2007,74544,507,5,25,244,233,2524,539,1297,688,13,2,506,5
116371,California,Bell Gardens,2007,45451,218,6,19,81,112,862,198,322,342,4,2,507,5
116372,California,Belmont,2007,24605,24,0,6,6,12,357,57,260,40,9,2,508,5
116373,California,Belvedere,2007,2065,1,0,0,0,1,22,6,13,3,0,2,509,5
116374,California,Benicia,2007,26544,57,1,5,22,29,475,153,260,62,13,2,510,5
116375,California,Berkeley,2007,101343,639,5,24,431,179,7116,1172,4949,995,29,2,511,5
116376,California,Beverly Hills,2007,35133,157,0,15,81,61,1169,284,833,52,4,2,512,5
116377,California,Big Bear Lake,2007,6276,42,0,7,4,31,286,95,169,22,1,2,513,5
116378,California,Biggs,2007,1802,22,0,1,1,20,41,11,23,7,0,2,514,5
116379,California,Bishop,2007,3566,30,0,0,4,26,178,40,132,6,0,2,515,5
116380,California,Blue Lake,2007,1110,4,0,1,0,3,61,18,39,4,1,2,516,5
116381,California,Blythe,2007,22696,99,1,6,17,75,593,212,349,32,24,2,517,5
116382,California,Bradbury,2007,1067,0,0,0,0,0,13,5,7,1,0,2,518,5
116383,California,Brawley,2007,22666,64,1,5,23,35,1162,368,677,117,11,2,519,5
116384,California,Brea,2007,39041,77,0,4,40,33,1513,207,1194,112,7,2,520,5
116385,California,Brentwood,2007,52238,124,0,9,44,71,1271,259,880,132,27,2,521,5
116386,California,Brisbane,2007,3575,10,0,0,3,7,129,22,94,13,0,2,522,5
116387,California,Broadmoor,2007,4345,16,0,1,5,10,77,36,28,13,3,2,523,5
116388,California,Buellton,2007,4345,11,0,1,2,8,100,19,74,7,1,2,524,5
116389,California,Buena Park,2007,79890,317,3,12,131,171,2058,419,1122,517,29,2,525,5
116390,California,Burbank,2007,104871,274,3,14,98,159,2767,487,1840,440,18,2,526,5
116391,California,Burlingame,2007,27489,57,1,4,21,31,848,127,631,90,6,2,527,5
116392,California,Calabasas,2007,22693,16,2,1,7,6,393,79,286,28,2,2,528,5
116393,California,Calexico,2007,38928,94,0,1,27,66,1278,365,336,577,7,2,529,5
116394,California,California City,2007,13443,61,1,4,10,46,301,143,143,15,6,2,530,5
116395,California,Calimesa,2007,7528,8,1,0,5,2,204,57,120,27,0,2,531,5
116396,California,Calipatria,2007,7743,0,0,0,0,0,16,8,4,4,0,2,532,5
116397,California,Calistoga,2007,5217,23,0,1,5,17,128,21,101,6,0,2,533,5
116398,California,Camarillo,2007,63238,94,0,8,22,64,1062,205,794,63,9,2,534,5
116399,California,Campbell,2007,37429,101,1,8,30,62,1514,232,1058,224,23,2,535,5
116400,California,Canyon Lake,2007,11544,23,0,1,3,19,170,56,82,32,0,2,536,5
116401,California,Capitola,2007,9432,85,0,9,13,63,811,104,680,27,5,2,537,5
116402,California,Carlsbad,2007,95056,318,2,13,88,215,2448,528,1684,236,10,2,538,5
116403,California,Carmel,2007,3905,9,0,0,3,6,158,25,122,11,0,2,539,5
116404,California,Carpinteria,2007,13392,28,0,4,7,17,227,52,165,10,2,2,540,5
116405,California,Carson,2007,94359,684,16,10,220,438,2605,429,1593,583,37,2,541,5
116406,California,Cathedral City,2007,53953,204,4,18,49,133,1787,501,906,380,1,2,542,5
116407,California,Ceres,2007,43427,192,3,7,61,121,2055,374,1190,491,0,2,543,5
116408,California,Cerritos,2007,52462,138,0,4,78,56,1880,333,1242,305,13,2,544,5
116409,California,Chico,2007,74288,385,3,59,107,216,2454,729,1450,275,58,2,545,5
116410,California,Chino,2007,80699,232,0,7,106,119,2500,594,1568,338,14,2,546,5
116411,California,Chino Hills,2007,76484,74,1,3,25,45,1111,279,706,126,8,2,547,5
116412,California,Chowchilla,2007,18772,21,2,4,3,12,324,112,194,18,3,2,548,5
116413,California,Chula Vista,2007,218718,921,8,57,396,460,7279,1093,3790,2396,28,2,549,5
116414,California,City of Angels,2007,3949,20,0,1,1,18,74,25,45,4,3,2,550,5
116415,California,Claremont,2007,35250,87,0,11,41,35,975,269,639,67,9,2,551,5
116416,California,Clayton,2007,11252,9,0,0,6,3,165,37,120,8,0,2,71,5
116417,California,Clearlake,2007,15133,67,2,9,7,49,654,211,345,98,7,2,552,5
116418,California,Cloverdale,2007,8319,28,0,1,5,22,179,28,135,16,1,2,553,5
116419,California,Clovis,2007,92592,133,0,23,48,62,2843,578,1964,301,16,2,554,5
116420,California,Coachella,2007,38604,302,2,2,73,225,1560,380,750,430,8,2,555,5
116421,California,Coalinga,2007,17801,93,0,4,10,79,498,119,342,37,0,2,556,5
116422,California,Colma,2007,1436,14,0,1,5,8,373,5,343,25,1,2,557,5
116423,California,Colton,2007,51924,245,9,9,116,111,1929,498,983,448,5,2,558,5
116424,California,Colusa,2007,5901,14,0,0,5,9,164,63,90,11,0,2,559,5
116425,California,Commerce,2007,13672,149,0,5,67,77,1137,181,588,368,9,2,560,5
116426,California,Compton,2007,95990,1623,37,42,466,1078,2805,636,1034,1135,82,2,561,5
116427,California,Concord,2007,122202,492,3,13,270,206,4998,816,2970,1212,23,2,562,5
116428,California,Corcoran,2007,23715,45,0,4,5,36,216,65,119,32,4,2,563,5
116429,California,Corning,2007,7348,45,0,4,3,38,265,71,170,24,6,2,293,5
116430,California,Corona,2007,153518,340,5,28,187,120,4022,670,2659,693,21,2,564,5
116431,California,Coronado,2007,26888,26,1,6,10,9,535,63,378,94,4,2,565,5
116432,California,Costa Mesa,2007,109835,258,0,39,77,142,3336,509,2426,401,9,2,566,5
116433,California,Cotati,2007,7272,34,0,0,5,29,154,45,90,19,2,2,567,5
116434,California,Covina,2007,47961,216,6,12,98,100,1845,408,1241,196,18,2,568,5
116435,California,Crescent City,2007,7909,29,2,5,4,18,233,67,144,22,1,2,569,5
116436,California,Cudahy,2007,24953,143,4,9,61,69,558,79,280,199,1,2,570,5
116437,California,Culver City,2007,39474,181,2,6,135,38,1459,214,1102,143,1,2,571,5
116438,California,Cupertino,2007,53002,53,0,7,12,34,837,178,618,41,22,2,572,5
116439,California,Cypress,2007,47741,96,1,5,38,52,919,206,569,144,8,2,573,5
116440,California,Daly City,2007,100632,293,0,15,186,92,2111,291,1410,410,44,2,574,5
116441,California,Dana Point,2007,36051,47,0,3,14,30,552,88,425,39,5,2,575,5
116442,California,Danville,2007,41503,22,1,3,7,11,643,80,509,54,1,2,296,5
116443,California,Davis,2007,61238,169,0,21,57,91,2121,579,1436,106,26,2,576,5
116444,California,Delano,2007,52051,282,5,9,42,226,1863,669,650,544,0,2,577,5
116445,California,Del Mar,2007,4365,18,0,2,5,11,217,46,134,37,1,2,578,5
116446,California,Del Rey Oaks,2007,1545,0,0,0,0,0,29,7,19,3,0,2,579,5
116447,California,Desert Hot Springs,2007,23890,276,4,16,61,195,1718,637,655,426,0,2,580,5
116448,California,Diamond Bar,2007,57954,133,3,9,55,66,1058,362,602,94,6,2,581,5
116449,California,Dinuba,2007,19926,132,1,6,29,96,949,272,503,174,9,2,582,5
116450,California,Dixon,2007,17883,73,1,9,18,45,820,114,624,82,4,2,583,5
116451,California,Dorris,2007,851,5,0,0,0,5,11,5,6,0,0,2,584,5
116452,California,Dos Palos,2007,5000,35,0,3,0,32,156,44,93,19,0,2,585,5
116453,California,Downey,2007,109642,516,3,17,289,207,3896,669,2175,1052,13,2,586,5
116454,California,Duarte,2007,22255,84,1,4,29,50,523,120,316,87,4,2,587,5
116455,California,Dublin,2007,43751,76,0,6,18,52,756,117,543,96,7,2,588,5
116456,California,Dunsmuir,2007,1824,9,0,3,0,6,26,5,19,2,0,2,589,5
116457,California,East Palo Alto,2007,33210,261,7,20,66,168,688,263,202,223,1,2,590,5
116458,California,El Cajon,2007,91302,494,4,21,184,285,3952,584,2127,1241,14,2,591,5
116459,California,El Centro,2007,40957,266,3,11,31,221,2072,710,1115,247,0,2,592,5
116460,California,El Cerrito,2007,22514,177,2,4,114,57,1145,253,659,233,0,2,593,5
116461,California,Elk Grove,2007,138103,505,2,23,154,326,3683,951,2186,546,6,2,594,5
116462,California,El Monte,2007,124182,686,6,25,235,420,2810,625,1393,792,22,2,595,5
